# Migration is number of nodes that have changed color.

Round		Edge-Cut		Swaps		Migrations		Skipped
0		8372		4010		3147
1		7108		6797		3133
2		6329		9001		3184
3		5865		10861		3210
4		5482		12487		3228
5		5171		14048		3221
6		4864		15429		3265
7		4593		16682		3232
8		4333		17819		3230
9		4168		18789		3243
10		3998		19691		3223
11		3771		20486		3256
12		3604		21186		3254
13		3493		21799		3236
14		3369		22373		3256
15		3276		22913		3239
16		3171		23358		3253
17		3093		23802		3247
18		3036		24176		3252
19		2970		24521		3257
20		2940		24851		3261
21		2880		25181		3252
22		2847		25522		3261
23		2833		25812		3252
24		2822		26146		3248
25		2785		26448		3259
26		2752		26769		3248
27		2712		27048		3245
28		2695		27322		3254
29		2668		27629		3255
30		2638		27906		3263
31		2611		28154		3275
32		2553		28419		3273
33		2530		28644		3277
34		2519		28874		3276
35		2501		29073		3279
36		2484		29278		3279
37		2455		29474		3282
38		2429		29686		3285
39		2392		29862		3274
40		2385		30027		3271
41		2345		30213		3280
42		2310		30380		3277
43		2310		30526		3273
44		2300		30671		3286
45		2293		30828		3277
46		2281		30984		3280
47		2250		31114		3298
48		2246		31237		3286
49		2228		31357		3294
50		2205		31454		3292
51		2209		31557		3292
52		2181		31655		3301
53		2168		31768		3299
54		2152		31873		3293
55		2126		31966		3300
56		2121		32032		3298
57		2112		32115		3295
58		2109		32194		3300
59		2099		32273		3297
60		2088		32331		3301
61		2077		32382		3306
62		2068		32424		3303
63		2055		32447		3298
64		2057		32501		3297
65		2038		32541		3296
66		2041		32586		3301
67		2033		32636		3305
68		2032		32672		3301
69		2033		32707		3303
70		2040		32748		3301
71		2027		32782		3307
72		2020		32812		3314
73		2016		32837		3307
74		2019		32883		3309
75		2012		32915		3306
76		2007		32945		3308
77		2004		32975		3310
78		2002		32998		3314
79		2000		33021		3312
80		2005		33054		3309
81		2007		33081		3307
82		1994		33130		3309
83		1980		33153		3310
84		1988		33174		3309
85		1985		33201		3311
86		1987		33222		3311
87		1986		33245		3307
88		1970		33271		3310
89		1973		33286		3305
90		1973		33311		3308
91		1972		33335		3313
92		1975		33352		3313
93		1967		33376		3315
94		1960		33395		3314
95		1957		33405		3312
96		1952		33424		3309
97		1953		33438		3311
98		1953		33459		3313
99		1950		33467		3313
100		1950		33476		3315
101		1949		33486		3311
102		1950		33501		3311
103		1948		33509		3313
104		1948		33520		3310
105		1946		33534		3311
106		1940		33555		3312
107		1935		33568		3311
108		1940		33576		3316
109		1936		33585		3311
110		1931		33591		3310
111		1930		33594		3309
112		1934		33601		3311
113		1934		33608		3312
114		1935		33611		3312
115		1934		33617		3310
116		1933		33622		3311
117		1934		33625		3311
118		1930		33627		3312
119		1930		33631		3310
120		1931		33639		3312
121		1931		33639		3312
122		1929		33643		3310
123		1930		33644		3310
124		1930		33645		3311
125		1930		33648		3310
126		1933		33653		3311
127		1934		33658		3312
128		1934		33663		3313
129		1942		33677		3308
130		1939		33690		3310
131		1937		33700		3309
132		1937		33707		3310
133		1937		33715		3310
134		1935		33725		3309
135		1932		33727		3309
136		1930		33729		3311
137		1930		33731		3311
138		1932		33735		3310
139		1931		33746		3308
140		1930		33748		3308
141		1934		33752		3309
142		1931		33755		3308
143		1931		33757		3308
144		1928		33759		3307
145		1928		33759		3307
146		1928		33759		3307
147		1928		33759		3307
148		1926		33760		3306
149		1926		33760		3306
150		1926		33760		3306
151		1926		33760		3306
152		1926		33760		3306
153		1926		33760		3306
154		1926		33760		3306
155		1926		33760		3306
156		1926		33760		3306
157		1926		33760		3306
158		1926		33760		3306
159		1926		33760		3306
160		1926		33760		3306
161		1926		33760		3306
162		1926		33760		3306
163		1926		33760		3306
164		1926		33760		3306
165		1926		33760		3306
166		1926		33760		3306
167		1926		33760		3306
168		1926		33760		3306
169		1926		33760		3306
170		1926		33760		3306
171		1926		33760		3306
172		1926		33760		3306
173		1926		33760		3306
174		1926		33760		3306
175		1926		33760		3306
176		1926		33760		3306
177		1926		33760		3306
178		1926		33760		3306
179		1926		33760		3306
180		1926		33760		3306
181		1926		33760		3306
182		1926		33760		3306
183		1926		33760		3306
184		1926		33760		3306
185		1926		33760		3306
186		1926		33760		3306
187		1926		33760		3306
188		1926		33760		3306
189		1926		33760		3306
190		1926		33760		3306
191		1926		33760		3306
192		1926		33760		3306
193		1926		33760		3306
194		1926		33760		3306
195		1926		33760		3306
196		1926		33760		3306
197		1926		33760		3306
198		1926		33760		3306
199		1926		33760		3306
200		1926		33760		3306
201		1926		33760		3306
202		1926		33760		3306
203		1926		33760		3306
204		1926		33760		3306
205		1926		33760		3306
206		1926		33760		3306
207		1926		33760		3306
208		1926		33760		3306
209		1926		33760		3306
210		1926		33760		3306
211		1926		33760		3306
212		1926		33760		3306
213		1926		33760		3306
214		1926		33760		3306
215		1926		33760		3306
216		1926		33760		3306
217		1926		33760		3306
218		1926		33760		3306
219		1926		33760		3306
220		1926		33760		3306
221		1926		33760		3306
222		1926		33760		3306
223		1926		33760		3306
224		1926		33760		3306
225		1926		33760		3306
226		1926		33760		3306
227		1926		33760		3306
228		1926		33760		3306
229		1926		33760		3306
230		1926		33760		3306
231		1926		33760		3306
232		1926		33760		3306
233		1926		33760		3306
234		1926		33760		3306
235		1926		33760		3306
236		1926		33760		3306
237		1926		33760		3306
238		1926		33760		3306
239		1926		33760		3306
240		1926		33760		3306
241		1926		33760		3306
242		1926		33760		3306
243		1926		33760		3306
244		1926		33760		3306
245		1926		33760		3306
246		1926		33760		3306
247		1926		33760		3306
248		1926		33760		3306
249		1926		33760		3306
250		1926		33760		3306
251		1926		33760		3306
252		1926		33760		3306
253		1926		33760		3306
254		1926		33760		3306
255		1926		33760		3306
256		1926		33760		3306
257		1926		33760		3306
258		1926		33760		3306
259		1926		33760		3306
260		1926		33760		3306
261		1926		33760		3306
262		1926		33760		3306
263		1926		33760		3306
264		1926		33760		3306
265		1926		33760		3306
266		1926		33760		3306
267		1926		33760		3306
268		1926		33760		3306
